Transaction_ID,Date,Type,Category,Amount,Vendor_ID,Employee_ID,Program_ID,Grant_ID,State,Payment_Method,Status,Description
T005346,2025-10-22,Expense,Medicines,-207496,V049,,P014,G022,Karnataka,UPI,Pending,Medicines
T005347,2026-04-02,Expense,Rent,-182070,V023,,P009,G008,Delhi,Cheque,Completed,Rent
T005348,2025-12-11,Expense,Salary,-46225,,E071,P011,G017,Rajasthan,Cheque,Completed,Salary
T005349,2026-04-02,Expense,IT Equipment,-225517,V119,,P004,G009,Rajasthan,RTGS,Failed,IT Equipment
T005350,2025-10-26,Income,Government Grant,1216907,,,P010,G014,Madhya Pradesh,Cheque,Completed,Government Grant
T005351,2024-08-03,Income,Corporate Donation,2265559,,,P005,G016,Madhya Pradesh,RTGS,Completed,Corporate Donation
T005352,2024-11-21,Income,Government Grant,45459911,,,P001,G008,Maharashtra,UPI,Completed,Government Grant
T005353,2025-03-05,Income,Government Grant,32061723,,,P011,G024,Uttar Pradesh,RTGS,Failed,Government Grant
T005354,2025-01-31,Expense,Training,-80259,V031,,P013,G018,Rajasthan,NEFT,Completed,Training
T005355,2026-04-30,Expense,IT Equipment,-440667,V024,,P002,G024,Madhya Pradesh,UPI,Pending,IT Equipment
T005356,2025-03-24,Income,Corporate Donation,4729684,,,P001,G025,Karnataka,NEFT,Pending,Corporate Donation
T005357,2024-08-01,Income,CSR Grant,7310562,,,P010,G013,Madhya Pradesh,NEFT,Pending,CSR Grant
T005358,2025-02-04,Expense,Rent,-183804,V098,,P005,G020,Tamil Nadu,RTGS,Pending,Rent
T005359,2026-06-29,Expense,Nutrition Kits,-207438,V046,,P010,G002,Delhi,NEFT,Completed,Nutrition Kits
T005360,2024-12-05,Expense,Office Supplies,-11713,V116,,P014,G009,Maharashtra,RTGS,Failed,Office Supplies
T005361,2024-10-03,Income,Individual Donation,55052,,,P014,G020,Karnataka,RTGS,Completed,Individual Donation
T005362,2025-11-16,Income,Corporate Donation,1523276,,,P010,G018,Maharashtra,Bank Transfer,Pending,Corporate Donation
T005363,2025-04-10,Income,Government Grant,47732832,,,P011,G002,Karnataka,UPI,Completed,Government Grant
T005364,2025-03-09,Expense,Medicines,-266629,V074,,P009,G022,Delhi,NEFT,Completed,Medicines
T005365,2026-06-23,Expense,Medicines,-213704,V032,,P003,G002,Tamil Nadu,RTGS,Completed,Medicines
T005366,2025-11-11,Expense,Nutrition Kits,-239329,V090,,P014,G012,Rajasthan,RTGS,Pending,Nutrition Kits
T005367,2024-12-25,Income,Individual Donation,48344,,,P009,G010,Uttar Pradesh,RTGS,Completed,Individual Donation
T005368,2025-06-09,Expense,Travel,-21689,V077,,P007,G010,Maharashtra,NEFT,Completed,Travel
T005369,2026-05-07,Income,CSR Grant,14326348,,,P004,G015,Tamil Nadu,NEFT,Failed,CSR Grant
T005370,2025-10-02,Expense,Consulting,-96755,V014,,P013,G002,Madhya Pradesh,NEFT,Completed,Consulting
T005371,2025-04-24,Expense,Rent,-81971,V059,,P014,G002,Gujarat,NEFT,Completed,Rent
T005372,2024-10-08,Income,CSR Grant,12854558,,,P015,G013,Delhi,UPI,Failed,CSR Grant
T005373,2024-11-02,Expense,Consulting,-102703,V052,,P011,G005,Uttar Pradesh,Cheque,Completed,Consulting
T005374,2026-07-17,Income,CSR Grant,14528274,,,P011,G023,Gujarat,RTGS,Completed,CSR Grant
T005375,2026-05-14,Expense,Rent,-164528,V108,,P014,G021,Delhi,Bank Transfer,Completed,Rent
T005376,2026-01-24,Income,International NGO,3051982,,,P012,G016,Karnataka,Bank Transfer,Completed,International NGO
T005377,2025-09-19,Income,Individual Donation,42258,,,P001,G020,Maharashtra,RTGS,Completed,Individual Donation
T005378,2025-08-03,Income,Government Grant,3513213,,,P014,G010,Maharashtra,RTGS,Failed,Government Grant
T005379,2026-02-26,Expense,Utilities,-21422,V105,,P003,G005,Delhi,Bank Transfer,Completed,Utilities
T005380,2024-12-22,Expense,Consulting,-71176,V063,,P012,G025,Tamil Nadu,Cheque,Completed,Consulting
T005381,2026-04-26,Income,CSR Grant,9408805,,,P005,G020,Gujarat,UPI,Completed,CSR Grant
T005382,2025-12-20,Income,Individual Donation,96177,,,P012,G012,Rajasthan,Bank Transfer,Completed,Individual Donation
T005383,2024-07-27,Expense,IT Equipment,-309770,V057,,P005,G012,Madhya Pradesh,RTGS,Completed,IT Equipment
T005384,2026-01-03,Expense,IT Equipment,-329163,V068,,P002,G003,Rajasthan,RTGS,Completed,IT Equipment
T005385,2024-11-07,Expense,IT Equipment,-269611,V045,,P009,G014,Karnataka,Cheque,Failed,IT Equipment
T005386,2026-01-23,Expense,Utilities,-57712,V087,,P014,G007,Rajasthan,NEFT,Failed,Utilities
T005387,2026-01-17,Income,Government Grant,16874502,,,P013,G003,Tamil Nadu,Cheque,Pending,Government Grant
T005388,2025-09-13,Income,Corporate Donation,1772327,,,P013,G021,Rajasthan,NEFT,Completed,Corporate Donation
T005389,2026-05-11,Income,Government Grant,47641222,,,P008,G008,Karnataka,Cheque,Completed,Government Grant
T005390,2025-01-21,Expense,Office Supplies,-30818,V098,,P003,G012,Karnataka,NEFT,Completed,Office Supplies
T005391,2025-12-03,Income,Government Grant,15419124,,,P012,G001,Madhya Pradesh,Bank Transfer,Pending,Government Grant
T005392,2024-10-26,Income,International NGO,13404530,,,P003,G002,Madhya Pradesh,RTGS,Failed,International NGO
T005393,2026-03-03,Expense,Nutrition Kits,-143696,V075,,P012,G023,Maharashtra,UPI,Pending,Nutrition Kits
T005394,2025-07-21,Expense,Salary,-40075,,E183,P005,G010,Karnataka,NEFT,Completed,Salary
T005395,2025-03-02,Income,Government Grant,39709446,,,P001,G003,Uttar Pradesh,RTGS,Completed,Government Grant
T005396,2026-02-07,Income,International NGO,28255394,,,P014,G003,Maharashtra,Cheque,Pending,International NGO
T005397,2026-04-14,Expense,Rent,-105407,V093,,P007,G009,Karnataka,UPI,Pending,Rent
T005398,2025-12-19,Income,CSR Grant,5151296,,,P006,G024,Gujarat,NEFT,Completed,CSR Grant
T005399,2025-12-14,Income,CSR Grant,519206,,,P015,G008,Gujarat,Bank Transfer,Completed,CSR Grant
T005400,2025-04-28,Expense,Medicines,-60609,V077,,P004,G019,Rajasthan,NEFT,Completed,Medicines
T005401,2024-12-26,Income,Individual Donation,49236,,,P007,G002,Uttar Pradesh,RTGS,Completed,Individual Donation
T005402,2025-04-30,Income,CSR Grant,3416152,,,P002,G007,Tamil Nadu,Bank Transfer,Completed,CSR Grant
T005403,2026-07-20,Income,Government Grant,5157576,,,P003,G019,Delhi,Cheque,Pending,Government Grant
T005404,2025-06-15,Income,Government Grant,28061787,,,P011,G007,Rajasthan,Cheque,Completed,Government Grant
T005405,2025-02-28,Expense,Travel,-29542,V071,,P006,G005,Tamil Nadu,UPI,Completed,Travel
T005406,2025-03-19,Expense,Consulting,-219421,V068,,P008,G007,Delhi,Bank Transfer,Completed,Consulting
T005407,2024-11-09,Expense,Office Supplies,-5052,V042,,P013,G003,Tamil Nadu,Cheque,Pending,Office Supplies
T005408,2024-07-23,Income,Corporate Donation,723165,,,P004,G013,Gujarat,NEFT,Completed,Corporate Donation
T005409,2026-02-16,Expense,Utilities,-40804,V059,,P010,G013,Karnataka,NEFT,Completed,Utilities
T005410,2026-06-12,Income,Individual Donation,74060,,,P006,G005,Delhi,NEFT,Pending,Individual Donation
T005411,2026-01-13,Income,International NGO,2669720,,,P015,G005,Gujarat,NEFT,Completed,International NGO
T005412,2025-07-22,Income,Individual Donation,91453,,,P010,G010,Madhya Pradesh,UPI,Completed,Individual Donation
T005413,2026-03-20,Expense,Consulting,-284824,V046,,P014,G021,Delhi,NEFT,Completed,Consulting
T005414,2025-10-05,Expense,Utilities,-51088,V099,,P004,G009,Uttar Pradesh,Cheque,Failed,Utilities
T005415,2025-02-16,Expense,Travel,-2957,V098,,P004,G002,Tamil Nadu,RTGS,Completed,Travel
T005416,2025-01-29,Income,CSR Grant,3553641,,,P003,G021,Karnataka,UPI,Completed,CSR Grant
T005417,2025-11-27,Expense,Consulting,-231862,V041,,P010,G020,Gujarat,UPI,Completed,Consulting
T005418,2026-05-16,Income,Corporate Donation,436068,,,P007,G003,Maharashtra,UPI,Completed,Corporate Donation
T005419,2025-02-15,Expense,Utilities,-23549,V073,,P010,G011,Gujarat,RTGS,Completed,Utilities
T005420,2026-06-30,Expense,Utilities,-72739,V033,,P008,G005,Madhya Pradesh,RTGS,Completed,Utilities
T005421,2024-11-10,Income,Government Grant,38512527,,,P002,G018,Madhya Pradesh,Cheque,Failed,Government Grant
T005422,2024-11-12,Income,Individual Donation,83486,,,P003,G004,Uttar Pradesh,Bank Transfer,Completed,Individual Donation
T005423,2025-02-04,Income,Government Grant,40846103,,,P014,G015,Uttar Pradesh,RTGS,Completed,Government Grant
T005424,2025-01-26,Expense,Travel,-28760,V042,,P004,G016,Tamil Nadu,Bank Transfer,Failed,Travel
T005425,2024-09-13,Expense,Nutrition Kits,-38891,V022,,P010,G016,Madhya Pradesh,Bank Transfer,Pending,Nutrition Kits
T005426,2025-02-07,Expense,Office Supplies,-30519,V047,,P007,G019,Maharashtra,RTGS,Completed,Office Supplies
T005427,2026-04-09,Income,Individual Donation,20527,,,P001,G001,Madhya Pradesh,Bank Transfer,Completed,Individual Donation
T005428,2026-03-21,Income,CSR Grant,14908796,,,P013,G014,Madhya Pradesh,UPI,Completed,CSR Grant
T005429,2026-01-11,Expense,Consulting,-222246,V011,,P009,G006,Maharashtra,Cheque,Failed,Consulting
T005430,2026-04-14,Income,Individual Donation,30108,,,P004,G006,Delhi,UPI,Failed,Individual Donation
T005431,2025-02-19,Income,Individual Donation,19092,,,P010,G004,Uttar Pradesh,Bank Transfer,Completed,Individual Donation
T005432,2024-09-13,Income,Government Grant,32759442,,,P012,G015,Rajasthan,UPI,Failed,Government Grant
T005433,2025-09-26,Expense,Training,-38151,V067,,P004,G018,Karnataka,Cheque,Completed,Training
T005434,2024-11-06,Income,Individual Donation,85155,,,P012,G002,Uttar Pradesh,UPI,Completed,Individual Donation
T005435,2025-07-01,Income,International NGO,6662803,,,P006,G021,Maharashtra,UPI,Completed,International NGO
T005436,2024-09-25,Income,Government Grant,45956236,,,P012,G009,Delhi,UPI,Completed,Government Grant
T005437,2024-07-31,Income,Government Grant,45079668,,,P015,G008,Uttar Pradesh,Bank Transfer,Failed,Government Grant
T005438,2024-10-17,Expense,Nutrition Kits,-322593,V099,,P013,G022,Delhi,Cheque,Pending,Nutrition Kits
T005439,2025-02-09,Expense,Office Supplies,-42124,V028,,P009,G015,Delhi,NEFT,Pending,Office Supplies
T005440,2026-04-14,Income,Corporate Donation,2228758,,,P004,G014,Madhya Pradesh,NEFT,Completed,Corporate Donation
T005441,2025-11-06,Income,Individual Donation,4055,,,P003,G007,Karnataka,UPI,Completed,Individual Donation
T005442,2024-07-22,Income,Individual Donation,84659,,,P005,G019,Uttar Pradesh,Cheque,Failed,Individual Donation
T005443,2025-05-27,Expense,Salary,-71728,,E163,P015,G024,Maharashtra,UPI,Completed,Salary
T005444,2024-08-02,Expense,Training,-78147,V095,,P011,G013,Rajasthan,Cheque,Completed,Training
T005445,2025-05-10,Income,International NGO,9803425,,,P003,G006,Tamil Nadu,RTGS,Completed,International NGO
T005446,2026-05-20,Income,Individual Donation,36297,,,P009,G008,Uttar Pradesh,UPI,Pending,Individual Donation
T005447,2025-07-10,Income,Individual Donation,81389,,,P005,G021,Maharashtra,NEFT,Failed,Individual Donation
T005448,2025-06-15,Expense,IT Equipment,-307854,V118,,P009,G015,Karnataka,Cheque,Pending,IT Equipment
T005449,2024-10-23,Expense,IT Equipment,-342450,V096,,P013,G019,Tamil Nadu,UPI,Completed,IT Equipment
T005450,2026-07-01,Income,International NGO,21918346,,,P004,G007,Madhya Pradesh,Bank Transfer,Completed,International NGO
T005451,2025-08-20,Expense,Travel,-25673,V103,,P005,G005,Karnataka,RTGS,Failed,Travel
T005452,2026-07-10,Income,Corporate Donation,184599,,,P009,G020,Madhya Pradesh,Bank Transfer,Completed,Corporate Donation
T005453,2024-07-31,Income,Individual Donation,43491,,,P007,G013,Tamil Nadu,NEFT,Failed,Individual Donation
T005454,2025-11-18,Income,CSR Grant,16845169,,,P006,G024,Karnataka,RTGS,Pending,CSR Grant
T005455,2026-02-10,Expense,IT Equipment,-403828,V106,,P003,G013,Gujarat,UPI,Failed,IT Equipment
T005456,2026-06-14,Income,International NGO,15316238,,,P008,G001,Rajasthan,Bank Transfer,Completed,International NGO
T005457,2026-06-08,Expense,Rent,-87864,V090,,P014,G018,Rajasthan,Cheque,Failed,Rent
T005458,2026-02-15,Expense,Medicines,-460574,V058,,P011,G025,Madhya Pradesh,UPI,Completed,Medicines
T005459,2026-03-27,Income,Corporate Donation,1921501,,,P007,G002,Karnataka,NEFT,Completed,Corporate Donation
T005460,2025-04-09,Income,Corporate Donation,2754149,,,P014,G025,Rajasthan,Cheque,Completed,Corporate Donation
T005461,2025-07-09,Income,Individual Donation,23768,,,P001,G016,Delhi,Bank Transfer,Failed,Individual Donation
T005462,2025-01-29,Income,Corporate Donation,3484199,,,P012,G025,Rajasthan,NEFT,Failed,Corporate Donation
T005463,2025-07-15,Expense,IT Equipment,-248583,V036,,P005,G015,Gujarat,NEFT,Completed,IT Equipment
T005464,2026-01-13,Expense,Rent,-197549,V103,,P005,G021,Gujarat,RTGS,Completed,Rent
T005465,2025-06-29,Expense,Utilities,-27824,V015,,P013,G013,Maharashtra,NEFT,Completed,Utilities
T005466,2025-03-03,Income,International NGO,18846822,,,P004,G008,Gujarat,UPI,Completed,International NGO
T005467,2024-12-03,Expense,Training,-43167,V047,,P001,G014,Madhya Pradesh,UPI,Completed,Training
T005468,2026-06-24,Income,Corporate Donation,1216468,,,P010,G003,Karnataka,NEFT,Failed,Corporate Donation
T005469,2025-07-16,Expense,Medicines,-238981,V022,,P010,G017,Tamil Nadu,RTGS,Completed,Medicines
T005470,2025-05-30,Expense,Salary,-146344,,E005,P011,G023,Maharashtra,Bank Transfer,Completed,Salary
T005471,2026-04-07,Expense,Office Supplies,-10425,V055,,P012,G007,Rajasthan,UPI,Completed,Office Supplies
T005472,2025-01-14,Expense,Salary,-112310,,E118,P008,G019,Madhya Pradesh,UPI,Failed,Salary
T005473,2026-03-21,Income,Government Grant,28266217,,,P003,G010,Gujarat,NEFT,Failed,Government Grant
T005474,2024-12-18,Expense,Medicines,-464938,V067,,P008,G014,Tamil Nadu,UPI,Completed,Medicines
T005475,2025-10-05,Income,CSR Grant,11324349,,,P003,G007,Uttar Pradesh,Cheque,Completed,CSR Grant
T005476,2024-07-22,Income,International NGO,21933599,,,P010,G013,Maharashtra,Cheque,Pending,International NGO
T005477,2025-08-26,Expense,Consulting,-273691,V048,,P003,G005,Madhya Pradesh,Bank Transfer,Completed,Consulting
T005478,2025-02-08,Expense,Nutrition Kits,-43645,V024,,P005,G021,Uttar Pradesh,RTGS,Completed,Nutrition Kits
T005479,2025-05-13,Expense,IT Equipment,-221452,V002,,P004,G016,Karnataka,Bank Transfer,Failed,IT Equipment
T005480,2024-10-14,Income,Corporate Donation,715076,,,P011,G007,Delhi,RTGS,Failed,Corporate Donation
T005481,2025-04-27,Expense,Office Supplies,-21592,V090,,P011,G024,Madhya Pradesh,NEFT,Completed,Office Supplies
T005482,2026-03-23,Expense,Office Supplies,-12970,V035,,P014,G023,Karnataka,Bank Transfer,Completed,Office Supplies
T005483,2025-07-08,Income,International NGO,18721072,,,P006,G015,Karnataka,UPI,Completed,International NGO
T005484,2025-05-02,Income,CSR Grant,18216555,,,P007,G008,Maharashtra,NEFT,Completed,CSR Grant
T005485,2025-09-15,Income,Government Grant,45348623,,,P010,G024,Rajasthan,Cheque,Pending,Government Grant
T005486,2025-10-24,Expense,Utilities,-46695,V060,,P011,G022,Rajasthan,Bank Transfer,Completed,Utilities
T005487,2024-09-13,Expense,Medicines,-366454,V069,,P012,G003,Gujarat,NEFT,Pending,Medicines
T005488,2026-01-30,Income,Corporate Donation,3723156,,,P002,G006,Delhi,Cheque,Completed,Corporate Donation
T005489,2024-09-15,Income,Corporate Donation,4684289,,,P013,G018,Delhi,Cheque,Completed,Corporate Donation
T005490,2025-07-23,Expense,Nutrition Kits,-31221,V067,,P007,G008,Uttar Pradesh,NEFT,Failed,Nutrition Kits
T005491,2025-08-07,Expense,Utilities,-11021,V063,,P004,G005,Uttar Pradesh,UPI,Completed,Utilities
T005492,2024-09-26,Income,Government Grant,31891693,,,P012,G010,Delhi,NEFT,Completed,Government Grant
T005493,2025-12-09,Expense,Office Supplies,-8347,V029,,P005,G011,Gujarat,Cheque,Pending,Office Supplies
T005494,2026-01-25,Income,Corporate Donation,369443,,,P012,G019,Karnataka,NEFT,Pending,Corporate Donation
T005495,2025-06-07,Expense,Office Supplies,-15937,V078,,P010,G013,Gujarat,Cheque,Failed,Office Supplies
T005496,2024-09-03,Expense,Office Supplies,-33526,V113,,P009,G003,Gujarat,Bank Transfer,Failed,Office Supplies
T005497,2026-01-13,Income,CSR Grant,12640884,,,P007,G011,Uttar Pradesh,Bank Transfer,Completed,CSR Grant
T005498,2026-02-16,Income,Corporate Donation,4838561,,,P010,G022,Rajasthan,UPI,Completed,Corporate Donation
T005499,2025-03-12,Expense,Rent,-87532,V079,,P015,G007,Rajasthan,RTGS,Completed,Rent
T005500,2024-11-12,Income,CSR Grant,4239382,,,P005,G007,Tamil Nadu,RTGS,Completed,CSR Grant
T005501,2026-03-20,Expense,Utilities,-45800,V021,,P010,G006,Gujarat,Cheque,Pending,Utilities
T005502,2025-12-14,Expense,Utilities,-22883,V002,,P011,G013,Tamil Nadu,Cheque,Completed,Utilities
T005503,2025-08-05,Income,Individual Donation,60260,,,P015,G004,Rajasthan,RTGS,Completed,Individual Donation
T005504,2025-11-14,Expense,Travel,-20254,V044,,P015,G011,Rajasthan,RTGS,Completed,Travel
T005505,2026-04-01,Expense,Salary,-145404,,E244,P001,G024,Delhi,Bank Transfer,Failed,Salary
T005506,2025-11-18,Expense,Travel,-13216,V034,,P003,G004,Madhya Pradesh,Cheque,Completed,Travel
T005507,2025-04-23,Income,International NGO,9267469,,,P013,G013,Delhi,Cheque,Completed,International NGO
T005508,2026-06-09,Expense,Salary,-51934,,E249,P014,G016,Delhi,NEFT,Completed,Salary
T005509,2026-02-03,Expense,Nutrition Kits,-174674,V029,,P006,G001,Maharashtra,Bank Transfer,Completed,Nutrition Kits
T005510,2026-06-07,Expense,Nutrition Kits,-47565,V069,,P002,G024,Gujarat,NEFT,Completed,Nutrition Kits
T005511,2025-05-30,Expense,Office Supplies,-33502,V053,,P010,G001,Tamil Nadu,RTGS,Pending,Office Supplies
T005512,2024-12-25,Expense,Training,-14241,V095,,P009,G023,Tamil Nadu,Cheque,Pending,Training
T005513,2025-12-29,Income,CSR Grant,11945558,,,P003,G008,Tamil Nadu,UPI,Completed,CSR Grant
T005514,2026-01-28,Income,Corporate Donation,1742094,,,P005,G024,Maharashtra,Bank Transfer,Completed,Corporate Donation
T005515,2026-03-06,Expense,IT Equipment,-375057,V018,,P006,G021,Uttar Pradesh,NEFT,Completed,IT Equipment
T005516,2025-09-12,Income,International NGO,25003106,,,P006,G009,Gujarat,NEFT,Completed,International NGO
T005517,2024-12-09,Income,CSR Grant,8633506,,,P004,G010,Maharashtra,RTGS,Completed,CSR Grant
T005518,2026-05-27,Income,Corporate Donation,1596852,,,P015,G024,Rajasthan,Bank Transfer,Completed,Corporate Donation
T005519,2025-08-07,Expense,Nutrition Kits,-206574,V038,,P015,G009,Maharashtra,Bank Transfer,Completed,Nutrition Kits
T005520,2025-01-17,Expense,Utilities,-41470,V073,,P013,G018,Uttar Pradesh,Bank Transfer,Completed,Utilities
T005521,2026-01-15,Expense,Utilities,-33696,V102,,P003,G025,Delhi,Bank Transfer,Completed,Utilities
T005522,2026-04-06,Expense,Office Supplies,-11907,V065,,P003,G021,Delhi,UPI,Failed,Office Supplies
T005523,2025-06-23,Income,Corporate Donation,4051311,,,P010,G011,Rajasthan,UPI,Completed,Corporate Donation
T005524,2025-09-10,Expense,Consulting,-227562,V007,,P007,G016,Uttar Pradesh,NEFT,Completed,Consulting
T005525,2025-02-01,Expense,Office Supplies,-46327,V047,,P015,G012,Karnataka,UPI,Completed,Office Supplies
T005526,2024-12-18,Income,International NGO,3290267,,,P013,G013,Maharashtra,Cheque,Failed,International NGO
T005527,2025-05-09,Income,Government Grant,35070003,,,P003,G015,Maharashtra,RTGS,Completed,Government Grant
T005528,2024-09-18,Income,International NGO,13173576,,,P012,G004,Delhi,Cheque,Completed,International NGO
T005529,2026-07-11,Expense,Travel,-31110,V059,,P010,G023,Madhya Pradesh,Cheque,Completed,Travel
T005530,2025-08-28,Expense,Utilities,-71606,V027,,P002,G021,Delhi,UPI,Completed,Utilities
T005531,2024-11-14,Expense,Office Supplies,-14917,V119,,P002,G006,Karnataka,Cheque,Completed,Office Supplies
T005532,2024-09-07,Expense,Rent,-110093,V093,,P003,G011,Rajasthan,Cheque,Completed,Rent
T005533,2025-04-30,Expense,Salary,-134402,,E151,P014,G009,Rajasthan,NEFT,Completed,Salary
T005534,2025-03-27,Expense,Medicines,-400290,V108,,P004,G020,Uttar Pradesh,Cheque,Completed,Medicines
T005535,2025-09-13,Income,Corporate Donation,2597072,,,P001,G003,Rajasthan,NEFT,Completed,Corporate Donation
T005536,2024-09-27,Expense,Nutrition Kits,-55626,V008,,P003,G022,Delhi,Bank Transfer,Failed,Nutrition Kits
T005537,2026-03-08,Income,Corporate Donation,198827,,,P015,G005,Uttar Pradesh,RTGS,Completed,Corporate Donation
T005538,2025-01-29,Expense,Consulting,-232068,V010,,P014,G025,Gujarat,Bank Transfer,Completed,Consulting
T005539,2025-06-28,Income,Corporate Donation,119632,,,P011,G010,Madhya Pradesh,RTGS,Failed,Corporate Donation
T005540,2026-02-28,Income,International NGO,6248548,,,P001,G008,Uttar Pradesh,Cheque,Completed,International NGO
T005541,2025-10-18,Income,Government Grant,20253723,,,P007,G010,Gujarat,NEFT,Failed,Government Grant
T005542,2025-11-28,Income,CSR Grant,18081075,,,P002,G018,Tamil Nadu,RTGS,Completed,CSR Grant
T005543,2026-02-27,Income,International NGO,28007728,,,P005,G006,Maharashtra,Cheque,Completed,International NGO
T005544,2025-03-20,Expense,Travel,-35885,V014,,P011,G014,Rajasthan,RTGS,Completed,Travel
T005545,2025-05-10,Income,International NGO,8000841,,,P006,G016,Gujarat,RTGS,Completed,International NGO
T005546,2024-08-04,Income,Government Grant,33197390,,,P005,G007,Karnataka,Bank Transfer,Completed,Government Grant
T005547,2025-09-30,Expense,Travel,-4202,V092,,P012,G009,Delhi,UPI,Pending,Travel
T005548,2024-11-29,Expense,Nutrition Kits,-116499,V058,,P006,G004,Uttar Pradesh,NEFT,Failed,Nutrition Kits
T005549,2025-08-29,Income,Government Grant,38299839,,,P003,G020,Karnataka,RTGS,Completed,Government Grant
T005550,2025-01-25,Income,Government Grant,19587148,,,P012,G020,Uttar Pradesh,Bank Transfer,Completed,Government Grant
T005551,2025-04-21,Expense,Nutrition Kits,-158644,V078,,P001,G021,Rajasthan,Bank Transfer,Completed,Nutrition Kits
T005552,2026-01-25,Income,CSR Grant,10314330,,,P010,G017,Karnataka,RTGS,Completed,CSR Grant
T005553,2025-07-09,Income,International NGO,14331788,,,P005,G020,Uttar Pradesh,RTGS,Completed,International NGO
T005554,2024-09-13,Income,International NGO,19437276,,,P002,G006,Delhi,RTGS,Completed,International NGO
T005555,2024-10-03,Expense,Office Supplies,-5959,V119,,P008,G006,Delhi,Cheque,Completed,Office Supplies
T005556,2026-03-03,Expense,IT Equipment,-396268,V074,,P002,G023,Delhi,Bank Transfer,Completed,IT Equipment
T005557,2026-02-01,Expense,Medicines,-299834,V008,,P002,G016,Tamil Nadu,RTGS,Completed,Medicines
T005558,2025-10-24,Income,CSR Grant,7780092,,,P008,G006,Madhya Pradesh,NEFT,Completed,CSR Grant
T005559,2024-10-23,Expense,Rent,-117642,V095,,P015,G005,Karnataka,Cheque,Completed,Rent
T005560,2025-09-20,Income,CSR Grant,12273551,,,P011,G012,Karnataka,Bank Transfer,Pending,CSR Grant
T005561,2024-08-20,Expense,Salary,-141839,,E272,P012,G022,Maharashtra,NEFT,Completed,Salary
T005562,2025-09-01,Expense,Nutrition Kits,-136133,V059,,P001,G025,Tamil Nadu,RTGS,Pending,Nutrition Kits
T005563,2026-06-05,Income,Corporate Donation,4450295,,,P009,G015,Gujarat,UPI,Failed,Corporate Donation
T005564,2026-06-25,Income,CSR Grant,9656697,,,P006,G015,Gujarat,RTGS,Completed,CSR Grant
T005565,2025-03-26,Income,International NGO,20264989,,,P001,G014,Maharashtra,UPI,Completed,International NGO
T005566,2026-03-22,Expense,Medicines,-335944,V036,,P009,G008,Rajasthan,Bank Transfer,Completed,Medicines
T005567,2025-06-20,Expense,Office Supplies,-5090,V008,,P001,G023,Delhi,UPI,Completed,Office Supplies
T005568,2026-05-07,Expense,Consulting,-168493,V117,,P006,G016,Karnataka,Bank Transfer,Completed,Consulting
T005569,2024-10-06,Income,Government Grant,23450508,,,P015,G018,Madhya Pradesh,NEFT,Completed,Government Grant
T005570,2026-06-17,Income,International NGO,21613257,,,P012,G016,Delhi,UPI,Completed,International NGO
T005571,2025-02-25,Income,Individual Donation,7480,,,P011,G010,Delhi,RTGS,Pending,Individual Donation
T005572,2025-10-09,Income,Individual Donation,76836,,,P008,G017,Gujarat,NEFT,Completed,Individual Donation
T005573,2024-07-31,Income,Individual Donation,36401,,,P004,G008,Gujarat,NEFT,Pending,Individual Donation
T005574,2025-05-27,Expense,Office Supplies,-17069,V036,,P007,G022,Delhi,NEFT,Completed,Office Supplies
T005575,2026-07-04,Expense,Nutrition Kits,-347730,V096,,P002,G022,Uttar Pradesh,Cheque,Pending,Nutrition Kits
T005576,2025-11-01,Income,Government Grant,19489937,,,P015,G007,Rajasthan,RTGS,Completed,Government Grant
T005577,2025-05-05,Expense,IT Equipment,-347639,V119,,P010,G013,Tamil Nadu,Cheque,Completed,IT Equipment
T005578,2024-12-24,Income,Corporate Donation,727837,,,P006,G021,Tamil Nadu,Cheque,Pending,Corporate Donation
T005579,2026-07-13,Expense,Utilities,-31025,V017,,P012,G017,Gujarat,NEFT,Completed,Utilities
T005580,2025-06-29,Expense,IT Equipment,-370104,V009,,P002,G007,Maharashtra,RTGS,Pending,IT Equipment
T005581,2024-10-05,Income,Corporate Donation,4269812,,,P001,G019,Karnataka,NEFT,Completed,Corporate Donation
T005582,2025-11-14,Income,Corporate Donation,1181716,,,P001,G022,Karnataka,RTGS,Pending,Corporate Donation
T005583,2025-04-21,Income,Individual Donation,82081,,,P008,G011,Madhya Pradesh,Bank Transfer,Failed,Individual Donation
T005584,2025-11-26,Income,Corporate Donation,3784131,,,P003,G023,Tamil Nadu,Cheque,Failed,Corporate Donation
T005585,2026-06-17,Income,Individual Donation,31331,,,P014,G025,Madhya Pradesh,Bank Transfer,Completed,Individual Donation
T005586,2025-12-03,Expense,IT Equipment,-71829,V045,,P001,G009,Rajasthan,Bank Transfer,Completed,IT Equipment
T005587,2024-12-19,Expense,Salary,-121647,,E168,P013,G001,Uttar Pradesh,Cheque,Completed,Salary
T005588,2025-12-09,Expense,IT Equipment,-423060,V063,,P007,G024,Gujarat,UPI,Completed,IT Equipment
T005589,2025-07-01,Income,Individual Donation,50527,,,P010,G016,Rajasthan,RTGS,Failed,Individual Donation
T005590,2026-01-05,Expense,Consulting,-198865,V101,,P013,G016,Tamil Nadu,UPI,Completed,Consulting
T005591,2025-07-22,Expense,Utilities,-72954,V011,,P011,G024,Gujarat,UPI,Completed,Utilities
